373,Agri
374,Unemp
375,Unemp
376,Agri
377,Unemp
378,Unemp
379,Unemp
380,Unemp
381,Unemp
382,Unemp
383,Unemp
384,Unemp
385,Unemp
386,Non Agri
387,Unemp
388,Unemp
389,Agri
390,Agri
391,Agri
392,Agri
393,Unemp
394,Agri
395,Agri
396,Agri
397,Agri
398,Agri
399,Agri
400,Agri
401,Agri
402,Agri
403,Agri
404,Unemp
405,Agri
406,Agri
407,Agri
408,Agri
409,Agri
410,Unemp
411,Agri
412,Agri
413,Agri
414,Agri
416,Agri
418,Agri
419,Unemp
420,Unemp
421,Non Agri
422,Agri
423,Agri
424,Agri
425,Agri
426,Agri
427,Agri
428,Agri
429,Unemp
430,Unemp
431,Unemp
432,Agri
433,Agri
434,Agri
435,Agri
436,Agri
437,Agri
438,Agri
439,Non Agri
440,Agri
441,Agri
442,Agri
443,Unemp
444,Non Agri
445,Agri
446,Unemp
447,Agri
448,Unemp
449,Unemp
450,Unemp
451,Non Agri
452,Agri
453,Agri
454,Agri
455,Agri
456,Agri
457,Agri
458,Agri
460,Agri
462,Agri
464,Agri
466,Agri
468,Non Agri
469,Agri
470,Agri
471,Unemp
472,Agri
473,Agri
474,Non Agri
475,Unemp
476,Non Agri
477,Unemp
478,Unemp
479,Unemp
480,Agri
481,Non Agri
482,Unemp
483,Unemp
484,Agri
485,Agri
486,Unemp
487,Agri
488,Unemp
489,Agri
490,Agri
491,Non Agri
492,Non Agri
494,Non Agri
495,Non Agri
496,Non Agri
497,Agri
498,Agri
499,Agri
500,Agri
501,Agri
502,Agri
503,Agri
504,Agri
505,Non Agri
506,Agri
507,Agri
508,Agri
509,Agri
510,Agri
511,Agri
512,Agri
513,Agri
514,Agri
515,Agri
516,Non Agri
517,Non Agri
518,Non Agri
519,Non Agri
520,Non Agri
521,Non Agri
522,Agri
523,Agri
524,Agri
525,Agri
526,Agri
527,Agri
528,Agri
529,Unemp
530,Agri
531,Agri
532,Agri
533,Agri
534,Agri
535,Agri
536,Non Agri
537,Non Agri
538,Agri
539,Agri
540,Agri
541,Agri
542,Agri
543,Agri
544,Unemp
545,Unemp
546,Agri
547,Agri
548,Agri
549,Agri
550,Agri
551,Agri
552,Agri
553,Agri
554,Agri
555,Agri
556,Agri
557,Agri
558,Unemp
559,Agri
560,Agri
561,Agri
562,Unemp
563,Non Agri
564,Agri
565,Agri
566,Agri
567,Agri
568,Agri
569,Non Agri
570,Agri
571,Agri
572,Non Agri
573,Agri
574,Agri
575,Non Agri
576,Non Agri
577,Unemp
578,Agri
579,Agri
581,Agri
583,Agri
585,Non Agri
586,Non Agri
587,Non Agri
588,Non Agri
589,Non Agri
590,Unemp
591,Non Agri
592,Non Agri
593,Non Agri
594,Non Agri
595,Non Agri
596,Agri
597,Non Agri
598,Non Agri
599,Non Agri
600,Non Agri
601,Non Agri
602,Non Agri
603,Non Agri
604,Non Agri
605,Non Agri
606,Agri
607,Agri
608,Non Agri
609,Agri
610,Agri
611,Non Agri
612,Agri
613,Agri
614,Non Agri
615,Agri
616,Agri
617,Unemp
618,Unemp
619,Unemp
620,Unemp
621,Agri
622,Agri
623,Non Agri
624,Agri
625,Non Agri
626,Agri
627,Non Agri
628,Non Agri
629,Non Agri
630,Agri
632,Non Agri
634,Non Agri
635,Non Agri
636,Non Agri
637,Non Agri
638,Non Agri
639,Non Agri
