1,Unemp
2,Unemp
3,Non Agri
4,Non Agri
5,Unemp
6,Unemp
7,Unemp
8,Unemp
10,Non Agri
12,Unemp
14,Unemp
16,Unemp
19,Unemp
21,Non Agri
23,Agri
24,Non Agri
25,Agri
26,Agri
27,Agri
28,Agri
29,Non Agri
30,Agri
31,Agri
32,Agri
33,Agri
34,Agri
35,Non Agri
36,Non Agri
37,Non Agri
38,Non Agri
39,Non Agri
40,Non Agri
41,Non Agri
42,Unemp
43,Unemp
44,Unemp
45,Unemp
46,Unemp
47,Unemp
48,Non Agri
49,Non Agri
51,Non Agri
53,Unemp
55,Non Agri
56,Agri
57,Agri
58,Agri
59,Agri
60,Non Agri
61,Unemp
62,Agri
63,Agri
64,Agri
65,Unemp
66,Unemp
67,Unemp
68,Non Agri
69,Non Agri
70,Non Agri
71,Non Agri
72,Unemp
73,Unemp
74,Unemp
75,Non Agri
76,Unemp
77,Unemp
78,Unemp
79,Unemp
80,Unemp
81,Unemp
82,Non Agri
83,Unemp
84,Unemp
85,Non Agri
86,Non Agri
88,Non Agri
90,Non Agri
91,Non Agri
92,Non Agri
93,Non Agri
94,Non Agri
95,Non Agri
96,Non Agri
97,Non Agri
98,Non Agri
99,Agri
100,Agri
101,Agri
102,Agri
103,Unemp
104,Agri
105,Agri
106,Agri
107,Agri
108,Agri
109,Agri
110,Non Agri
111,Unemp
112,Agri
113,Unemp
114,Agri
115,Agri
116,Agri
117,Unemp
118,Unemp
119,Non Agri
120,Agri
121,Agri
122,Agri
123,Agri
124,Unemp
125,Agri
126,Agri
127,Non Agri
128,Agri
129,Agri
130,Unemp
132,Unemp
133,Unemp
134,Unemp
135,Unemp
136,Unemp
137,Unemp
138,Non Agri
139,Unemp
140,Non Agri
141,Non Agri
142,Unemp
143,Unemp
144,Unemp
145,Unemp
146,Unemp
147,Unemp
148,Unemp
149,Unemp
150,Unemp
151,Unemp
152,Unemp
153,Unemp
154,Unemp
155,Unemp
156,Unemp
157,Non Agri
158,Unemp
159,Unemp
160,Unemp
161,Unemp
162,Unemp
163,Unemp
164,Non Agri
165,Unemp
166,Unemp
167,Agri
168,Unemp
169,Unemp
170,Unemp
171,Agri
172,Unemp
173,Unemp
174,Unemp
175,Unemp
176,Unemp
177,Unemp
178,Unemp
179,Unemp
180,Unemp
181,Unemp
182,Unemp
183,Unemp
184,Unemp
185,Unemp
186,Unemp
187,Unemp
188,Unemp
189,Unemp
190,Unemp
191,Unemp
192,Unemp
193,Unemp
194,Unemp
195,Unemp
196,Unemp
197,Non Agri
198,Unemp
199,Unemp
200,Unemp
201,Unemp
203,Unemp
204,Unemp
205,Unemp
206,Unemp
207,Unemp
208,Unemp
209,Agri
210,Unemp
211,Unemp
212,Unemp
213,Agri
214,Unemp
215,Unemp
216,Unemp
217,Unemp
218,Unemp
219,Unemp
220,Unemp
221,Unemp
222,Unemp
223,Unemp
224,Unemp
225,Unemp
226,Unemp
227,Unemp
228,Unemp
229,Unemp
230,Unemp
231,Unemp
232,Unemp
233,Unemp
234,Unemp
235,Unemp
236,Unemp
237,Unemp
238,Unemp
239,Unemp
241,Non Agri
242,Agri
243,Agri
244,Non Agri
245,Non Agri
246,Non Agri
247,Agri
248,Non Agri
249,Agri
250,Agri
251,Unemp
252,Agri
253,Agri
254,Agri
255,Unemp
257,Agri
259,Agri
261,Agri
262,Agri
263,Agri
264,Agri
265,Non Agri
266,Agri
267,Agri
270,Agri
272,Agri
273,Agri
274,Agri
275,Non Agri
276,Agri
277,Non Agri
278,Non Agri
279,Agri
280,Agri
281,Agri
282,Agri
283,Non Agri
284,Agri
285,Agri
286,Agri
287,Agri
288,Unemp
289,Non Agri
290,Unemp
291,Unemp
292,Unemp
293,Unemp
294,Agri
295,Unemp
296,Agri
297,Agri
298,Non Agri
299,Agri
300,Unemp
301,Unemp
302,Unemp
303,Unemp
304,Unemp
305,Unemp
306,Unemp
307,Unemp
308,Agri
309,Non Agri
310,Non Agri
311,Non Agri
312,Non Agri
313,Unemp
314,Unemp
315,Unemp
316,Non Agri
317,Unemp
318,Unemp
319,Unemp
321,Non Agri
323,Unemp
325,Unemp
327,Non Agri
328,Non Agri
329,Unemp
330,Unemp
331,Unemp
332,Unemp
333,Unemp
334,Unemp
335,Unemp
336,Unemp
337,Non Agri
338,Non Agri
339,Unemp
340,Unemp
341,Non Agri
342,Non Agri
343,Non Agri
344,Unemp
346,Unemp
347,Unemp
348,Unemp
349,Unemp
350,Unemp
351,Unemp
352,Agri
353,Agri
354,Non Agri
355,Non Agri
356,Agri
357,Non Agri
358,Unemp
360,Unemp
362,Unemp
364,Unemp
366,Agri
368,Unemp
370,Agri
371,Non Agri
372,Agri
