District Id,Location Name
98,saket
98,saket city
98,south
99,anupgarh
99,ganganagar
99,ganganagar
99,gharsana
99,karanpur
99,padampur
99,raisinghnagar
99,sadulshahar
99,suratgarh
99,vijainagar
99,gangasagar
100,bhadra
100,hanumangarh
100,nohar
100,pilibanga
100,rawatsar
100,sangaria
100,tibi
101,bikaner
101,chhatargarh
101,khajuwala
101,kolayat
101,lunkaransar
101,poogal
101,sridungargarh
102,churu
102,ratangarh
102,sardarshahar
102,sujangarh
102,taranagar
102,churk
103,buhana
103,chirawa
103,jhunjhunun
103,khetri
103,mandawa
103,nawalgarh
103,pilani
103,sari
103,udaipurwati
103,mandwa
104,alwar
104,bansur
104,behror
104,kathumar
104,kishangarh bas
104,kotkasim
104,mandawar
104,thanagazi
104,tijara
105,bayana
105,bharatpur
105,deeg
105,kaman
105,kumher
105,nadbai
105,nagar
105,pahari
105,rupbas
105,weir
105,naggar
105,naguar
106,bari
106,baseri
106,dhaulpur
106,dholpur
106,rajakhera
106,sepau
107,hindaun
107,hindaun city
107,karauli
107,mandrail
107,nadoti
107,sapotra
107,todabhim
107,karouli
108,bamanwas
108,bonli
108,chauth ka barwara
108,khandar
108,malarna doongar
108,sawai madhopur
109,baswa
109,dausa
109,lalsot
109,mahwa
109,sikrai
110,amber
110,bagru
110,bassi
110,chaksu
110,chomu
110,jaipur
110,jaipur city
110,jamwa ramgarh
110,kotputli
110,mauzamabad
110,phagi
110,phulera
110,rambagh
110,sanganer
110,viratnagar
110,amer
110,biratnagar
111,danta ramgarh
111,neem ka thana
111,sikar
111,sri madhopur
112,degana
112,didwana
112,jayal
112,kheenvsar
112,ladnu
112,makrana
112,merta
112,merta city
112,nagaur
112,nawa
112,parbatsar
112,ladnun
113,bhopalgarh
113,bilara
113,jodhpur
113,jodhpur city
113,luni
113,osian
113,phalodi
113,shergarh
114,fatehgarh
114,jaisalmer
114,pokaran
114,pokhran
115,barmer
115,baytoo
115,chohtan
115,gudha malani
115,pachpadra
115,ramsar
115,sheo
115,siwana
116,ahore
116,bagora
116,bhinmal
116,jalor
116,raniwara
116,sanchore
116,jhalor
117,abu road
117,pindwara
117,reodar
117,sheoganj
117,sirohi
118,bali
118,desuri
118,jaitaran
118,marwar junction
118,pali
118,rani
118,rohat
118,sojat
118,sojat city
118,sumerpur
118,kohat
119,ajmer
119,beawar
119,bhinay
119,kekri
119,kishangarh
119,masuda
119,nasirabad
119,peesangan
119,sarwar
120,deoli
120,malpura
120,niwai
120,peeplu
120,todaraisingh
120,tonk
120,uniara
121,bundi
121,hindoli
121,indragarh
121,keshoraipatan
121,nainwa
122,asind
122,banera
122,beejoliya
122,bhilwara
122,hurda
122,jahazpur
122,kotri
122,mandalgarh
122,sahara
122,sahara city
122,badnera
122,baner
122,bhilwada
122,kopri
123,amet
123,bhim
123,deogarh
123,kumbhalgarh
123,nathdwara
123,railmagra
123,rajsamand
124,aspur
124,dungarpur
124,sagwara
124,simalwara
125,bagidora
125,banswara
125,garhi
125,ghatol
125,kushalgarh
126,bari sadri
126,begun
126,bhadesar
126,chittaurgarh
126,dungla
126,gangrar
126,kapasan
126,nimbahera
126,rashmi
126,rawatbhata
126,begur
127,digod
127,kota
127,ladpura
127,pipalda
127,ramganj mandi
127,sangod
128,antah
128,atru
128,bara
128,baran
128,chhabra
128,chhipabarod
128,mangrol
128,barra
129,aklera
129,gangdhar
129,jhalawar
129,jhalrapatan
129,jhalwar
129,manohar thana
129,pachpahar
129,pirawa
130,dal
130,girwa
130,gogunda
130,jhadol
130,kherwara
130,kotra
130,lasadiya
130,mavli
130,rishabhdeo
130,salumbar
130,sarada
130,udaipur
130,vallabhnagar
130,dael
131,arnod
131,chhoti sadri
131,dhariawad
131,peepalkhoont
131,pratapgarh
131,pratapgadh
132,behat
132,deoband
132,nakur
132,rampur maniharan
132,saharanpur
132,saharanpur city
132,bihat
132,dehat
132,namur
133,budhana
133,jansath
133,kairana
133,khatauli
133,muzaffarnagar
133,shamli
133,sisauli
133,janpath
133,kirana
133,muzzaffarnagar
134,bijnor
134,chandpur
134,dhampur
134,nagina
134,najibabad
135,bilari
135,chandausi
135,kanth
135,moradabad
135,moradabad district
135,muradabad
135,sambhal
135,thakurdwara
136,milak
136,rampur
136,shahabad
136,suar
136,tanda
137,amroha
137,dhanaura
137,gajraula
137,hasanpur
137,jyotiba phule nagar
138,mawana
138,meerut
138,meerut city
138,sardhana
139,baghpat
139,baraut
139,khekada
139,bagpat
140,garhmukteshwar
140,ghaziabad
140,ghaziabad city
140,hapur
140,khoda
140,loni
140,modinagar
140,muradnagar
140,garh mukteshwar
140,gaziabad
141,dadri
141,gautam buddha nagar
141,jewar
141,nithari
142,anupshahr
142,bulandshahr
142,debai
142,khanpur
142,khurja
142,siana
142,sikandrabad
142,talwar
142,bulandshahar
142,bulandshar
143,aligarh
143,aligarh city
143,atrauli
143,gabhana
143,iglas
143,khair
143,koil
144,hathras
144,hathras city
144,mahamaya nagar
144,sadabad
144,sasni
144,sikandra rao
144,mahamayanagar
145,barsana
145,chhata
145,govardhan
145,mahavan
145,mat
145,mathura
145,mathura city
146,agra
146,agra city
146,etmadpur
146,kheragarh
146,kiraoli
147,firozabad
147,shikohabad
147,ferozabad
148,mainpuri
149,badaun
149,badayun
149,budaun
150,bareli
150,faridpur
151,jahanabad
152,shahjahanpur
153,kheri
155,hardoi
156,safipur
157,kakori
157,lucknow
157,lucknow city
157,luchnow
157,lucknows
158,baida
158,dalmau
158,baidoa
158,bayda
159,farrukhabad
159,farukhabad
160,kannauj
162,auraiya
162,auraiyya
162,auriya
164,ghatampur
165,jalaun
165,kalpi
165,orai
165,rampura
166,babina
166,jhansi
167,lalitpur
169,mahoba
172,fatehpur
173,manikpur
175,allahabad
175,allahabad city
175,bhadohi
175,bhadoi
175,jhunsi
175,naini
175,badohi
177,ayodhya
177,faizabad
178,ambedkar nagar
179,amethi
179,dhakwa
179,gauriganj
179,sultanpur
180,bahraich
180,baharaich
180,behraich
182,balrampur
182,sunauli
183,gonda
183,mankapur
183,nawabganj
186,hariharpur
186,khalilabad
187,mahrajganj
188,gorakhpur
188,gorakhpur city
188,sardarnagar
190,deoria
190,rudrapur
190,salempur
190,peoria
191,azamgarh
191,ibrahimpur
191,phulpur
192,ghosi
192,mau
192,ghoti
192,mao
193,ballia
193,sikanderpur
194,jaunpur
194,shahganj
194,janpur
195,ghazipur
195,ghazipur city
195,jangipur
195,saidpur
195,gazipur
196,chandauli
197,banaras
197,benaras
199,chunar
199,mirzapur
201,aliganj
201,mohanpur
201,daliganj
201,mohanur
202,kasganj
202,kaasganj
203,bagaha
203,bairia
203,bettiah
203,bhitaha
203,chanpatia
203,gaunaha
203,jogapatti
203,lauriya
203,mainatanr
203,majhaulia
203,narkatiaganj
203,pashchim champaran
203,piprasi
203,sidhaw
203,sikta
203,thakrahan
203,betiah
204,adapur
204,areraj
204,banjaria
204,bankatwa
204,chakia
204,chiraia
204,dhaka
204,ghorasahan
204,harsidhi
204,kesaria
204,kotwa
204,madhuban
204,mehsi
204,mohammadpur
204,motihari
204,narkatia
204,paharpur
204,pakri dayal
204,patahi
204,phenhara
204,pipra
204,piprakothi
204,purba champaran
204,ramgarhwa
204,raxaul
204,sugauli
204,tetaria
204,turkaulia
204,adipur
204,arera
204,chakma
204,chiraiya
205,dumri katsari
205,piprarhi
205,purnahiya
205,sheohar
205,tariani chowk
206,bairgania
206,bajpatti
206,bathnaha
206,belsand
206,bokhara
206,charaut
206,dumra
206,majorganj
206,nanpur
206,parihar
206,parsauni
206,pupri
206,riga
206,runisaidpur
206,sitamarhi
206,suppi
206,sursand
206,bukhara
207,andhratharhi
207,babubarhi
207,basopatti
207,benipatti
207,bisfi
207,ghoghardiha
207,harlakhi
207,jayanagar
207,jhanjharpur
207,kaluahi
207,khajauli
207,ladania
207,lakhnaur
207,laukaha
207,laukahi
207,madhepur
207,madhubani
207,madhwapur
207,pandaul
207,phulparas
208,chhatapur
208,kishanpur
208,marauna
208,nirmali
208,pratapganj
208,saraigarh bhaptiyahi
208,supaul
208,tribeniganj
209,araria
209,bhargama
209,forbesganj
209,jokihat
209,kursakatta
209,narpatganj
209,palasi
209,sikti
209,arabia
210,bahadurganj
210,dighalbank
210,kishanganj
210,kochadhamin
210,pothia
210,terhagachh
210,thakurganj
211,amour
211,baisa
211,baisi
211,banmankhi
211,bhawanipur
211,dagarua
211,dhamdaha
211,jalalgarh
211,kasba
211,krityanand nagar
211,purnia
211,purnia east
211,rupauli
211,baiji
211,bhabanipur
212,amdabad
212,azamnagar
212,barari
212,barsoi
212,dandkhora
212,falka
212,hasanganj
212,kadwa
212,katihar
212,korha
212,kursela
212,manihari
212,mansahi
212,pranpur
212,sameli
213,alamnagar
213,bihariganj
213,gamharia
213,ghailarh
213,gwalpara
213,kumarkhand
213,madhepura
213,murliganj
213,puraini
213,shankarpur
213,singheshwar
214,banma itahri
214,kahara
214,mahishi
214,patarghat
214,saharsa
214,bihars saharsa
214,salkhua
214,satar kataiya
214,saur bazar
214,simri bakhtiarpur
215,alinagar
215,bahadurpur
215,baheri
215,benipur
215,biraul
215,darbhanga
215,ghanshyampur
215,gora bauram
215,gorkha
215,hanumannagar
215,hayaghat
215,jale
215,keotiranway
215,kiratpur
215,kusheshwar asthan
215,kusheshwar asthan purbi
215,manigachhi
215,singhwara
215,tardih
215,darbanga
215,hanuman nagar
216,aurai
216,bandra
216,baruraj
216,bochaha
216,dholi
216,gaighat
216,kanti
216,katra
216,kurhani
216,marwan
216,minapur
216,moraul
216,motipur
216,musahri
216,muzaffarpur
216,paroo
216,sahebganj
216,sakra
216,saraiya
216,mardan
216,midnapur
216,miyapur
216,muzaffapur
216,muzzaffarpur
216,paro
217,barauli
217,bhorey
217,bijaipur
217,gopalganj
217,hathua
217,katiya
217,kuchaikote
217,manjha
217,pach deuri
217,phulwaria
217,sidhwalia
217,thawe
217,uchkagaon
217,gopalgunj
218,andar
218,barharia
218,bhagwanpur hat
218,darauli
218,daraundha
218,goriakothi
218,guthani
218,hasanpura
218,hussainganj
218,lakri nabiganj
218,maharajganj
218,mairwa
218,pachrukhi
218,raghunathpur
218,siswan
218,siwan
218,siwan town
218,ziradei
219,amnour
219,baniapur
219,chapra
219,chhapra
219,dariapur
219,dighwara
219,ekma
219,garkha
219,ishupur
219,jalalpur
219,jalalpur city
219,lahladpur
219,maker
219,manjhi
219,marhaura
219,mashrakh
219,nagra
219,panapur
219,parsa
219,revelganj
219,saran
219,sonepur
219,taraiya
219,chapora
219,chappra
220,bidupur
220,chehra kalan
220,desri
220,goraul
220,hajipur
220,jandaha
220,lalganj
220,mahnar
220,mahua
220,patepur
220,paterhi belsar
220,raghopur
220,raja pakar
220,sahdai buzurg
220,vaishali
220,mannar
221,bibhutpur
221,bithan
221,dalsinghsarai
221,kalyanpur
221,mohiuddinagar
221,morwa
221,patori
221,pusa
221,rosera
221,samastipur
221,sarairanjan
221,shivaji nagar
221,singhia
221,tajpur
221,ujiarpur
221,vidyapati nagar
221,warisnagar
222,bachhwara
222,bakhri
222,balia
222,barauni
222,begusarai
222,birpur
222,cheria bariarpur
222,chhorahi
222,dandari
222,garhpura
222,khudabandpur
222,mansurchak
222,matihani
222,naokothi
222,sahebpur kamal
222,shamho akha kurha
222,teghra
222,birur
222,mirpur
223,alauli
223,beldaur
223,chautham
223,gogri
223,khagaria
223,mansi
223,parbatta
223,chatham
223,gotri
224,bhagalpur
224,bhagalpur town
224,bihpur
224,colgong
224,goradih
224,ismailpur
224,kharik
224,nathnagar
224,naugachhia
224,pirpainti
224,rangra chowk
224,sabour
224,shahkund
224,sonhaula
224,sultanganj
224,naugachia
225,banka
225,barahat
